origem,destino
1692,5801
1692,8343
1693,1568
1693,2035
1693,3343
1693,3827
1693,4978
1693,5288
1693,5383
1693,6154
1693,7237
1694,1983
1694,2746
1694,4690
1694,5219
1694,5472
1694,6959
1695,586
1695,2173
1695,3276
1695,3349
1695,5639
1695,6089
1695,6146
1695,6149
1695,6580
1695,6595
1695,6879
1695,7138
1695,7639
1696,4837
1696,5726
1696,6764
1696,8668
1696,9024
1696,9512
1697,87
1697,872
1697,1626
1697,2400
1697,2574
1697,4318
1697,5219
1697,5905
1697,6312
1697,7762
1698,19
1698,1087
1698,1320
1698,2796
1698,3282
1698,3842
1698,5967
1698,6408
1698,6575
1698,7527
1698,7643
1698,7688
1698,8937
1698,9255
1699,1708
1699,1773
1699,3190
1699,3329
1699,4579
1699,4825
1699,5547
1699,6744
1699,8235
1699,8433
1699,8439
1699,9055
1700,730
1700,1027
1700,3889
1700,8212
1700,8307
1700,9324
1701,173
1701,806
1701,853
1701,3309
1701,3757
1701,4307
1701,8175
1701,8435
1701,9604
1701,9735
1701,9884
1702,252
1702,468
1702,1005
1702,1363
1702,1457
1702,1817
1702,2879
1702,3007
1702,3814
1702,4598
1702,4923
1702,5959
1702,6714
1703,487
1703,498
1703,702
1703,1410
1703,1576
1703,1951
1703,2714
1703,2868
1703,2950
1703,3178
1703,3285
1703,4044
1703,4131
1703,4800
1703,4978
1703,5319
1703,5452
1703,5655
1703,6286
1703,8033
1703,9003
1703,9525
1703,9685
1704,1331
1704,2278
1704,3012
1704,4082
1704,6263
1704,6729
1704,7122
1704,7185
1705,1505
1705,2583
1705,4447
1705,6741
1705,6816
1705,7706
1706,1252
1706,1591
1706,2331
1706,3256
1706,5260
1706,5615
1706,6757
1706,7026
1706,7734
1706,7767
1706,8301
1706,8340
1706,9364
1706,9517
1706,9811
1707,496
1707,781
1707,917
1707,2949
1707,3403
1707,4047
1707,4276
1707,5886
1707,6669
1707,7014
1707,7802
1708,3625
1708,4171
1708,5870
1708,6277
1708,6505
1708,6806
1708,8287
1708,8315
1708,9608
1708,9842
1709,1368
1709,2570
1709,3875
1709,6507
1709,6539
1709,6892
1709,8112
1709,8704
1709,8732
1709,8857
1709,9225
1710,1078
1710,1671
1710,2108
1710,2655
1710,3122
1710,4375
1710,4968
1710,6677
1710,6752
1710,9902
1711,574
1711,655
1711,1399
1711,1562
1711,1959
1711,5639
1711,6945
1711,8047
1711,8298
1711,8346
1711,8847
1711,8939
1711,9178
1712,734
1712,1013
1712,1152
1712,1193
1712,2774
1712,3631
1712,5012
1712,5155
1712,6130
1712,7702
1713,1188
1713,3145
1713,6368
1713,9288
1713,9647
1714,1149
1714,1714
1714,1958
1714,2969
1714,3842
1714,4347
1714,6684
1714,6896
1714,8488
1715,705
1715,864
1715,2575
1715,4058
1715,4079
1715,6115
1715,9368
1715,9672
1715,9793
1715,9938
1715,9962
1716,1410
1716,2395
1716,2821
1716,3830
1716,4567
1716,4575
1716,5780
1716,6806
1716,6889
1716,7510
1716,7791
1716,8756
1717,671
1717,1612
1717,2524
1717,3429
1717,5173
1717,5499
1717,5780
1717,9932
1718,368
1718,3465
1718,5404
1718,6485
1718,8401
1718,9447
1719,385
1719,633
1719,1039
1719,2874
1719,5686
1719,6754
1719,7066
1719,7547
1719,9424
1720,2454
1720,2704
1720,2778
1720,3329
1720,3340
1720,3467
1720,5368
1720,8839
1720,9520
1720,9927
1721,1326
1721,3841
1721,5560
1721,8279
1721,9212
1721,9308
1721,9503
1722,923
1722,1715
1722,5229
1722,5636
1722,5746
1722,7965
1722,8191
1723,491
1723,5616
1723,5641
1723,6761
1723,8358
1723,8830
1723,9941
1724,47
1724,500
1724,783
1724,4244
1724,5416
1724,7726
1724,8259
1725,31
1725,229
1725,1137
1725,2553
1725,2757
1725,3900
1725,4180
1725,5638
1725,5649
1725,5654
1725,8183
1726,1685
1726,4015
1726,6732
1726,7644
1726,8338
1726,8629
1726,9522
1726,9857
1726,9924
1727,858
1727,2483
1727,2702
1727,2703
1727,4676
1727,4830
1727,5024
1727,6408
1727,6631
1727,7386
1727,8873
1727,9783
1727,9974
1728,1705
1728,1809
1728,3431
1729,1731
1729,3299
1729,4241
1729,4481
1729,4914
1729,7014
1730,1887
1730,4416
1730,5385
1730,6360
1730,7434
1730,7534
1730,7932
1730,8318
1730,9125
1730,9688
1731,1050
1731,2587
1731,2940
1731,3339
1731,3365
1731,3546
1731,3910
1731,4879
1731,6230
1731,8787
1731,9275
1731,9528
1731,9603
1731,9927
1732,829
1732,1076
1732,1746
1732,2100
1732,2440
1732,3191
1732,3801
1732,4652
1732,5121
1732,5181
1732,6642
1733,1326
1733,1883
1733,1983
1733,2950
1733,5717
1733,6490
1733,6716
1733,7304
1733,9546
1734,444
1734,853
1734,1092
1734,1259
1734,2484
1734,3165
1734,4406
1734,5233
1734,5774
1735,328
1735,1049
1735,4415
1735,4854
1735,5450
1735,6291
1735,8522
1736,1458
1736,1669
1736,1955
1736,1985
1736,2227
1736,3614
1736,3693
1736,5622
1736,6837
1736,6942
1736,7376
1736,7605
1736,8320
1736,8926
1737,236
1737,1823
1737,2344
1737,3699
1737,4835
1737,4846
1737,5253
1737,6422
1737,7349
1737,7715
1738,1245
1738,2423
1738,4191
1738,4870
1738,6658
1738,7467
1738,7660
1738,9062
1738,9367
1738,9640
1739,286
1739,382
1739,575
1739,1333
1739,2669
1739,5085
1739,7231
1739,8286
1739,9087
1739,9360
1739,9810
1740,1973
1740,2908
1740,3916
1740,5048
1740,5312
1740,5468
1740,7126
1740,7673
1740,7856
1740,8542
1740,9062
1741,1585
1741,4149
1741,4616
1741,4847
1741,6130
1741,6972
1741,7539
1741,8529
1742,6
1742,1977
1742,3740
1742,4123
1742,4676
1742,4688
1742,5107
1742,5836
1742,7164
1742,8354
1743,325
1743,1338
1743,2234
1743,3160
1743,5705
1743,6285
1743,8243
1743,9153
1743,9402
1744,1843
1744,3731
1744,4755
1744,6029
1744,6264
1744,6668
1744,6883
1744,7547
1744,8247
1744,9168
1744,9578
1745,288
1745,1870
1745,1920
1745,2073
1745,2506
1745,3138
1745,4883
1745,5211
1745,5413
1745,5689
1745,6670
1745,6835
1745,6880
1745,6985
1745,7472
1745,8129
1745,8631
1746,1844
1746,2774
1746,3909
1746,4324
1746,6129
1746,6384
1746,7152
1746,9342
1747,345
1747,838
1747,1039
1747,1437
1747,1590
1747,2046
1747,3212
1747,4857
1747,7411
1747,7729
1747,7895
1748,2647
1748,3791
1748,6148
1748,6304
1748,8180
1748,9508
1749,2047
1749,2165
1749,2778
1749,3443
1749,6254
1749,8153
1750,208
1750,770
1750,3192
1750,3607
1750,3916
1750,5993
1750,6917
1750,7399
1750,7830
1751,1523
1751,1885
1751,1915
1751,3715
1751,3725
1751,4486
1751,8747
1752,958
1752,2006
1752,3349
1752,5048
1752,6076
1752,6493
1752,6625
1752,7875
1752,9114
1752,9142
1752,9478
1753,431
1753,1213
1753,1454
1753,1743
1753,6828
1753,7016
1753,9991
1754,1039
1754,2946
1754,5476
1754,5903
1754,5933
1754,6125
1754,7997
1754,8111
1754,8551
1755,3551
1755,5522
1755,7498
1755,8422
1756,1103
1756,1826
1756,3066
1756,3684
1756,3700
1756,3719
1756,6118
1756,6810
1756,6917
1756,8295
1756,8386
1756,8740
1757,122
1757,568
1757,1192
1757,2016
1757,2226
1757,2694
1757,4175
1757,4278
1757,4320
1757,4767
1757,4869
1757,7654
1757,8627
1757,8776
1757,8865
1757,9158
1757,9530
1758,2432
1758,3966
1758,4760
1758,4969
1758,5772
1758,6041
1758,6241
1758,7077
1758,7651
1758,8018
1758,8457
1759,1252
1759,1898
1759,4013
1759,5300
1759,9239
1759,9372
1760,2467
1760,4142
1760,5605
1760,6503
1761,48
1761,1170
1761,3555
1761,3567
1761,4703
1761,5121
1761,5767
1761,6604
1761,7883
1762,54
1762,1066
1762,1089
1762,1445
1762,2700
1762,3168
1762,3509
1762,6585
1763,111
1763,1023
1763,1725
1763,2142
1763,2263
1763,2304
1763,2500
1763,2825
1763,4862
1763,5455
1763,9047
1764,274
1764,1276
1764,1696
1764,2681
1764,4147
1764,6301
1764,7847
1764,7891
1764,7989
1764,8104
1764,8584
1764,8984
1764,9145
1764,9597
1764,9638
1765,60
1765,274
1765,387
1765,1698
1765,3168
1765,3569
1765,3624
1765,3927
1765,5271
1765,5449
1765,7010
1765,7375
1765,9051
1766,99
1766,565
1766,1311
1766,1680
1766,1954
1766,2193
1766,2402
1766,5546
1766,5618
1766,7122
1766,8102
1766,9108
1766,9393
1767,117
1767,812
1767,2488
1767,2920
1767,3690
1767,4183
1767,5142
1767,6395
1768,319
1768,4013
1768,4343
1768,4353
1768,4770
1768,4999
1768,5399
1768,6279
1768,6721
1768,8605
1768,9113
1768,9303
1769,605
1769,1799
1769,3070
1769,3805
1769,5779
1769,5839
1769,5950
1769,7116
1769,7843
1769,7849
1769,9301
1769,9948
1770,873
1770,2484
1770,2581
1770,4673
1770,6317
1770,7732
1771,151
1771,3150
1771,3529
1771,3696
1771,5362
1771,6370
1772,375
1772,750
1772,1039
1772,3512
1772,4942
1772,5251
1772,6017
1772,6399
1772,8377
1772,8842
1772,9813
1773,175
1773,189
1773,2579
1773,3401
1773,4449
1773,5694
1773,5956
1773,6268
1773,6405
1773,8063
1773,8205
1773,8302
1773,8382
1773,8450
1773,9394
1774,2507
1774,2749
1774,3335
1774,3846
1774,3850
1774,4399
1774,4674
1774,5622
1774,6311
1774,6670
1774,6735
1774,9323
1774,9499
1774,9942
1775,680
1775,927
1775,1576
1775,3224
1775,3494
1775,3852
1775,5656
1775,6262
1775,6628
1775,7457
1775,7706
1775,9071
1776,264
1776,4837
1776,4859
1776,5679
1776,5786
1777,1530
1777,2357
1777,3144
1777,3965
1777,4181
1777,5169
1777,5388
1777,6926
1777,8829
1777,9648
1778,3017
1778,5601
1778,6369
1778,6641
1778,7011
1778,7097
1778,8953
1779,566
1779,1424
1779,2492
1779,4223
1779,4790
1779,5720
1779,6326
1779,6419
1779,8016
1779,8062
1779,8471
1780,652
1780,847
1780,1624
1780,2881
1780,4010
1780,4296
1780,4407
1780,4442
1780,6394
1780,6830
1780,8342
1781,510
1781,2549
1781,3988
1781,4145
1781,4671
1781,5900
1781,6045
1781,6820
1781,7693
1781,8950
1782,3043
1782,4697
1782,4874
1782,4973
1782,5260
1782,5462
1782,5701
1782,6319
1782,7199
1782,8487
1783,225
1783,3557
1783,4936
1783,7164
1783,7683
1783,8026
1783,8064
1783,8215
1783,8484
1784,2859
1784,2893
1784,4403
1784,5376
1784,5400
1784,7251
1784,7370
1785,110
1785,916
1785,3973
1785,4402
1785,5934
1785,6547
1785,8067
1785,9316
1785,9440
1785,9754
1786,589
1786,1939
1786,3923
1786,5097
1786,5269
1786,6100
1786,8427
1786,9062
1786,9382
1787,1899
1787,3274
1787,3713
1787,4563
1787,5282
1787,5400
1787,5776
1787,6017
1788,631
1788,1610
1788,2849
1788,3228
1788,3512
1788,4259
1788,4301
1788,4674
1788,5674
1788,5748
1788,7759
1788,7818
1788,8237
1789,1042
1789,1201
1789,1606
1789,3564
1789,3755
1789,4643
1789,4821
1789,6583
1789,6838
1789,7444
1789,7719
1790,278
1790,645
1790,1695
1790,2588
1790,2639
1790,2694
1790,4051
1790,4791
1790,4823
1790,6943
1790,7388
1790,7661
1790,8270
1790,8765
1791,156
1791,2254
1791,2552
1791,2729
1792,117
1792,402
1792,921
1792,1711
1792,2865
1792,2928
1792,3367
1792,4784
1792,6208
1792,6843
1792,7301
1792,8470
1792,8725
1792,9025
1793,687
1793,1447
1793,1756
1793,2716
1793,4899
1793,8012
1793,8177
1793,9368
1793,9410
1794,463
1794,1128
1794,1645
1794,2394
1794,3559
1794,3599
1794,4951
1794,7258
1794,7483
1795,869
1795,2023
1795,2556
1795,2909
1795,5787
1795,9279
1795,9306
1795,9509
1796,12
1796,3008
1796,3555
1796,6817
1796,7122
1796,7582
1797,885
1797,2371
1797,2529
1797,3636
1797,3913
1797,4858
1797,6172
1797,6651
1797,8236
1797,8856
1798,1998
1798,3089
1798,3999
1798,4576
1798,5333
1798,5828
1798,7024
1798,7052
1798,7147
1798,8045
1798,9946
1799,257
1799,1461
1799,1715
1799,3912
1799,5260
1799,6477
1799,6944
1799,7329
1799,7784
1799,9603
1800,689
1800,2072
1800,2237
1800,2900
1800,3766
1800,4950
1800,7063
1800,7693
1801,715
1801,1257
1801,1441
1801,3013
1801,3375
1801,3914
1801,3975
1801,4086
1801,7744
1801,8246
1801,8745
1802,1440
1802,4664
1802,5937
1802,6460
1802,8163
1802,8322
1803,442
1803,947
1803,1335
1803,2162
1803,2562
1803,2573
1803,2577
1803,2745
1803,2959
1803,3261
1803,3407
1803,3878
1803,4846
1803,6154
1803,9147
1803,9181
1803,9627
1804,523
1804,1424
1804,2235
1804,2647
1804,4669
1804,4672
1804,6849
1804,7231
1804,7587
1804,8227
1804,8693
1805,1230
1805,1872
1805,2117
1805,2397
1805,5987
1805,6701
1805,7628
1805,9139
1805,9415
1806,973
1806,2955
1806,3036
1806,4600
1806,4969
1806,5625
1806,6350
1806,6901
1806,6927
1806,7014
1806,7998
1806,8114
1807,2768
1807,3433
1807,3521
1807,4620
1807,4987
1807,5566
1807,7187
1807,7257
1807,7588
1808,525
1808,1242
1808,1459
1808,4230
1808,6214
1808,7808
1808,8152
1808,9309
1809,398
1809,925
1809,1016
1809,2497
1809,3426
1809,3584
1809,4217
1809,4360
1809,4913
1809,6128
1809,6285
1809,6531
1809,7084
1809,7387
1809,7637
1809,7865
1809,8271
1810,1612
1810,1633
1810,1795
1810,2531
1810,4844
1810,7595
1810,8730
1811,329
1811,411
1811,999
1811,2795
1811,2873
1811,3401
1811,4075
1811,6074
1811,6571
1811,6809
1811,7311
1811,7741
1811,7839
1811,7882
1811,8716
1811,8729
1811,8782
1812,989
1812,1287
1812,2791
1812,3974
1812,5660
1812,5905
1813,32
1813,3557
1813,3699
1813,4334
1813,4971
1813,6819
1813,8342
1813,8356
1813,9043
1813,9196
1813,9758
1814,173
1814,1372
1814,1424
1814,1786
1814,2197
1814,3353
1814,4542
1814,6203
1814,6705
1814,6718
1814,7390
1814,7472
1815,85
1815,2008
1815,4135
1815,6581
1815,6876
1815,7438
1815,7962
1815,8046
1816,619
1816,671
1816,4346
1816,4555
1816,4747
1816,6341
1816,6638
1816,7326
1816,7368
1816,7476
1816,9493
1817,72
1817,2597
1817,3023
1817,4567
1817,5987
1817,6574
1817,8487
1818,496
1818,537
1818,869
1818,1294
1818,1496
1818,1893
1818,2350
1818,2392
1818,3006
1818,3052
1818,3833
1818,4068
1818,5097
1818,5746
1818,7788
1818,9035
1818,9298
1819,385
1819,2586
1819,5080
1819,5266
1819,5411
1820,1510
1820,2071
1820,2072
1820,3089
1820,3709
1820,7428
1820,7843
1820,8383
1821,479
1821,3024
1821,3062
1821,3647
1821,3672
1821,5594
1821,5723
1821,6970
1821,7583
1821,7982
1821,9184
1821,9906
1822,2410
1822,3307
1822,4479
1822,4670
1822,5949
1822,7782
1822,7999
1822,8316
1822,8993
1822,9877
1823,579
1823,2119
1823,3878
1823,8041
1823,8842
1824,797
1824,846
1824,5585
1824,5734
1824,5954
1824,5984
1824,6400
1824,8129
1824,8807
1824,8878
1825,616
1825,1353
1825,1693
1825,4416
1825,4568
1825,5187
1825,5796
1825,6190
1825,7171
1825,9365
1825,9721
1826,639
1826,951
1826,1080
1826,4322
1826,4642
1826,4807
1826,5063
1826,6216
1826,6798
1826,7543
1826,8733
1827,3241
1827,3713
1827,4106
1827,4122
1827,7422
1827,7573
1827,9616
1828,333
1828,776
1828,1093
1828,1622
1828,2788
1828,3845
1828,4448
1828,4624
1828,5025
1828,5040
1828,5465
1828,5810
1828,6284
1828,7820
1829,611
1829,1695
1829,1804
1829,2433
1829,2878
1829,3785
1829,5845
1829,6347
1829,6915
1829,9529
1829,9900
1830,77
1830,81
1830,2738
1830,2892
1830,3119
1830,3517
1830,5131
1830,6075
1830,9803
1831,680
1831,1159
1831,2180
1831,2596
1831,3715
1831,3826
1831,4328
1831,4951
1831,5210
1831,6000
1831,6760
1831,8632
1831,9563
1831,9734
1832,1505
1832,2449
1832,4449
1832,4569
1832,4836
1832,5589
1832,7170
1832,9013
1832,9438
1832,9551
1833,1320
1833,1606
1833,2767
1833,2954
1833,3988
1833,4014
1833,6009
1833,7132
1833,9770
1834,703
1834,1182
1834,1737
1834,3326
1834,3751
1834,4755
1834,5017
1834,5830
1834,6097
1834,6951
1834,7519
1834,7658
1834,8115
1834,8455
1834,8972
1834,9266
1834,9968
1835,1
1835,428
1835,1754
1835,2404
1835,3276
1835,4751
1835,5444
1835,7717
1835,8070
1835,9800
1835,9806
1836,768
1836,805
1836,1580
1836,2048
1836,2378
1836,2670
1836,3767
1836,4795
1836,6996
1836,7232
1836,7449
1836,7731
1836,8303
1836,9271
1836,9354
1836,9370
1836,9810
1837,270
1837,438
1837,891
1837,1226
1837,1359
1837,4378
1837,4953
1837,5899
1837,6273
1837,7057
1837,7131
1837,7604
1837,7901
1837,8961
1837,9014
1837,9019
1837,9182
1837,9271
1838,73
1838,368
1838,982
1838,1838
1838,3128
1838,4543
1838,6060
1838,8021
1838,8206
1838,9633
1838,9950
1839,3147
1839,3318
1839,3627
1839,7173
1839,7333
1839,7407
1840,1876
1840,2154
1840,2195
1840,2982
1840,3516
1840,6069
1840,7096
1840,7181
1840,7770
1840,8163
1840,8389
1840,8857
1840,9908
1841,421
1841,3477
1841,4178
1841,5478
1841,5700
1841,5843
1841,6359
1841,6496
1841,6511
1841,7201
1841,7609
1841,8033
1841,8795
1841,9838
1842,808
1842,5106
1842,8090
1842,9600
1843,1888
1843,4206
1843,5321
1843,5404
1843,6279
1843,6833
1843,7922
1843,8032
1843,8536
1844,386
1844,5697
1844,7197
1844,7399
1844,7718
1844,7795
1844,8155
1844,9156
1845,0
1845,378
1845,631
1845,2147
1845,2264
1845,2602
1845,2662
1845,3989
1845,7783
1845,9833
1846,728
1846,857
1846,1148
1846,1189
1846,3313
1846,4238
1846,4997
1846,7221
1846,7628
1846,8871
1846,9221
1846,9491
1846,9681
1847,780
1847,948
1847,1296
1847,2566
1847,2587
1847,4304
1847,7242
1847,7665
1847,7860
1847,8254
1847,8678
1847,9204
1847,9307
1847,9617
1848,64
1848,170
1848,1208
1848,3588
1848,3839
1848,4263
1848,5331
1848,6705
1848,8033
1848,8941
1848,9363
1849,2432
1849,4832
1849,4898
1849,5442
1849,6896
1849,8618
1850,323
1850,1910
1850,5463
1850,5884
1850,6303
1850,9159
1850,9223
1850,9323
1851,2255
1851,6018
1851,7118
1852,893
1852,2086
1852,3629
1852,4045
1852,4209
1852,4709
1852,5796
1852,6400
1852,6870
1852,7341
1852,7755
1852,7903
1853,321
1853,683
1853,802
1853,1357
1853,2135
1853,4275
1853,4455
1853,7702
1853,9363
1854,1713
1854,1973
1854,2189
1854,5865
1854,6381
1854,7213
1854,7262
1854,7317
1854,7437
1854,8515
1854,8716
1854,9815
1855,1355
1855,1531
1855,5446
1855,8285
1855,8890
1855,9596
1855,9770
1855,9868
1856,290
1856,390
1856,934
1856,1193
1856,3678
1856,5905
1856,5945
1856,6948
1856,7183
1856,7284
1856,7397
1856,8099
1856,9319
1856,9377
1856,9814
1857,4866
1857,7544
1857,7561
1857,8225
1857,8949
1858,356
1858,850
1858,1804
1858,2007
1858,2936
1858,5551
1858,6206
1858,7223
1858,8291
1859,766
1859,1902
1859,2122
1859,2373
1859,3466
1859,6357
1859,6660
1859,7721
1859,8576
1859,9732
1859,9873
1860,440
1860,1061
1860,1531
1860,1886
1860,4627
1860,5198
1860,9707
1861,79
1861,321
1861,923
1861,943
1861,2383
1861,3301
1861,3377
1861,5669
1861,7093
1861,7526
1861,8319
1861,9127
1862,146
1862,219
1862,621
1862,1469
1862,1806
1862,2995
1862,3530
1862,3835
1862,4573
1862,4703
1862,4981
1862,6705
1862,7871
1862,9917
1863,664
1863,1704
1863,1995
1863,3099
1863,4676
1863,6021
1863,6229
1863,7620
1863,8166
1863,9466
1863,9479
1863,9970
1864,1701
1864,2031
1864,4058
1864,4891
1864,5053
1864,5850
1864,6262
1864,6503
1864,6778
1864,9978
1865,65
1865,3837
1865,4154
1865,4490
1865,7994
1865,8517
1865,9699
1866,88
1866,1245
1866,1792
1866,2220
1866,2491
1866,3423
1866,4901
1866,6230
1866,7124
1866,7708
1866,8631
1866,8761
1866,9210
1867,105
1867,2165
1867,2852
1867,3021
1867,7082
1867,7509
1867,8518
1867,9701
1867,9711
1868,371
1868,2967
1868,4166
1868,4801
1868,5476
1868,5736
1868,6383
1868,6595
1868,6805
1868,7230
1868,7475
1868,8927
1868,9653
1869,1334
1869,1509
1869,1669
1869,1873
1869,2185
1869,4227
1869,5292
1869,9905
1869,9977
1870,756
1870,1306
1870,2302
1870,3375
1870,3608
1870,3662
1870,4120
1870,4194
1870,4883
1870,5952
1870,6399
1870,8103
1870,9455
1871,1170
1871,2505
1871,2928
1871,2996
1871,4010
1871,4506
1871,6624
1871,9352
1872,734
1872,4815
1872,4842
1872,5764
1872,5892
1872,8588
1872,9056
1873,1257
1873,1367
1873,3575
1873,4024
1873,4313
1873,6765
1873,6971
1873,8726
1873,9015
1873,9131
1874,5043
1874,6382
1874,8392
1874,9346
1875,1301
1875,1553
1875,1618
1875,2175
1875,2666
1875,3412
1875,3556
1875,5761
1875,7657
1875,8781
1875,9690
1876,472
1876,1305
1876,6298
1876,6737
1876,7086
1876,7169
1876,7881
1876,8876
1876,9809
1877,915
1877,992
1877,1021
1877,1753
1877,2014
1877,2383
1877,3173
1877,3913
1877,8265
1877,8345
1877,8862
1877,9467
1878,486
1878,598
1878,1062
1878,1935
1878,2112
1878,2460
1878,3035
1878,3093
1878,4251
1878,4737
1878,5385
1878,5413
1878,5682
1878,6029
1878,9479
1879,511
1879,1659
1879,3998
1879,4245
1879,4454
1879,5551
1879,5602
1879,5896
1879,8407
1880,809
1880,1567
1880,2469
1880,2543
1880,3808
1880,5703
1880,7064
1880,7308
1880,7514
1880,9194
1880,9200
1880,9328
1880,9703
1881,2127
1881,2924
1881,7510
1881,9494
1882,339
1882,1922
1882,4277
1882,5112
1882,5179
1882,6183
1882,6990
1882,9971
1882,9994
1883,3568
1883,3700
1883,4873
1883,7282
1883,7654
1883,7858
1883,7872
1883,8040
1883,9433
1884,775
1884,931
1884,1034
1884,1344
1884,1482
1884,1577
1884,1770
1884,2058
1884,5117
1884,5576
1884,5989
1884,6569
1884,8384
1885,851
1885,951
1885,998
1885,1692
1885,1782
1885,1918
1885,2176
1885,3561
1885,3706
1885,4154
1885,4911
1885,5440
1885,6066
1885,6399
1885,6560
1885,6662
1885,7030
1885,7287
1885,7310
1885,8700
1885,9302
1885,9742
1886,7343
1886,9572
1886,9619
1886,9891
1887,79
1887,1624
1887,1710
1887,2229
1887,2640
1887,2911
1887,3564
1887,4376
1887,4784
1887,4956
1887,5701
1887,5978
1887,6468
1887,6711
1887,7621
1887,7798
1887,7999
1887,9232
1888,287
1888,718
1888,1222
1888,1907
1888,3569
1888,4297
1888,4828
1888,4843
1888,5506
1888,6993
1888,7867
1889,61
1889,531
1889,547
1889,907
1889,2701
1889,2781
1889,4803
1889,5389
1889,5866
1889,6370
1889,8603
1889,8716
1889,8774
1889,9777
1890,1281
1890,2004
1890,3042
1890,5204
1890,5586
1890,6335
1891,1934
1891,3410
1891,4009
1891,4945
1891,6184
1891,6298
1891,7082
1891,7819
1891,9151
1891,9556
1892,673
1892,845
1892,1370
1892,2127
1892,4997
1892,6347
1892,6811
1892,7948
1892,9825
1893,1244
1893,3261
1893,3520
1893,4595
1893,6045
1893,6192
1893,7049
1893,7470
1893,7585
1893,9393
1894,3263
1894,3794
1894,5303
1894,7545
1894,7917
1894,9030
1895,1052
1895,1652
1895,1691
1895,3284
1895,3448
1895,3900
1895,5213
1895,6808
1895,8293
1895,9091
1896,1503
1896,2460
1896,2831
1896,3552
1896,3716
1896,4297
1896,4872
1896,4978
1896,5739
1896,6173
1896,6642
1896,7769
1896,9335
1896,9491
1897,1023
1897,1293
1897,1897
1897,2079
1897,2144
1897,3315
1897,4507
1897,4598
1897,5289
1897,5642
1897,5968
1897,7224
1897,8064
1897,8245
1897,9099
1898,958
1898,1572
1898,2089
1898,4965
1898,6283
1898,6820
1898,7586
1898,7676
1898,7798
1898,8063
1898,8273
1898,9372
1899,121
1899,904
1899,1362
1899,1443
1899,1840
1899,3833
1899,4927
1899,5481
1899,6933
1899,7349
1899,8533
1899,8717
1899,9603
1900,523
1900,526
1900,2314
1900,2426
1900,2978
1900,3779
1900,3879
1900,4015
1900,4425
1900,4451
1900,5585
1900,6008
1900,6021
1900,8698
1900,8714
1900,8903
1900,9809
1901,334
1901,427
1901,642
1901,1093
1901,1834
1901,2766
1901,4069
1901,5853
1901,6470
1901,8109
1901,8989
1901,9392
1901,9793
1902,1112
1902,1310
1902,2622
1902,4235
1902,5952
1902,6020
1902,7066
1902,7441
1902,7997
1902,8154
1902,8335
1903,1838
1903,2224
1903,2312
1903,2708
1903,3571
1903,3947
1903,4486
1903,5092
1903,5149
1903,7138
1903,7989
1903,8385
1903,8770
1903,9088
1903,9705
1903,9988
1904,248
1904,872
1904,1695
1904,2188
1904,2362
1904,4050
1904,5517
1904,8018
1904,8675
1904,9129
1904,9545
1905,361
1905,596
1905,723
1905,1566
1905,1595
1905,2183
1905,2937
1905,4042
1905,4632
1905,5388
1905,8017
1905,8227
1906,602
1906,1077
1906,2413
1906,2851
1906,3873
1906,4146
1906,4442
1906,4495
1906,5764
1906,9106
1906,9162
1906,9279
1906,9394
1907,2052
1907,2622
1907,4418
1907,4620
1907,4635
1907,5884
1907,6081
1907,6890
1907,7897
1907,9866
1908,26
1908,269
1908,3026
1908,3620
1908,4909
1908,5463
1908,6185
1908,6791
1908,8328
1908,9331
1908,9353
1909,619
1909,978
1909,3236
1909,4099
1909,4251
1909,4876
1909,6151
1909,7402
1910,315
1910,2044
1910,5370
1910,5565
1910,5787
1910,8928
1911,1612
1911,3685
1911,4451
1911,4518
1911,6759
1911,7144
1911,7790
1911,8576
1911,8640
1911,9010
1911,9325
1912,1734
1912,2769
1912,4530
1912,5313
1912,5786
1912,7467
1912,7468
1912,7586
1912,8106
1912,9595
1912,9902
1913,1474
1913,1544
1913,3569
1913,3811
1913,4843
1913,5583
1913,5607
1913,5936
1913,6265
1913,7042
1913,7491
1913,8369
1914,1364
1914,1588
1914,6145
1914,6962
1914,7831
1914,8433
1915,775
1915,1021
1915,2001
1915,2004
1915,3293
1915,3432
1915,3609
1915,7359
1915,9353
1915,9551
1916,270
1916,1302
1916,4156
1916,4517
1916,5621
1916,6107
1916,8708
1916,8781
1916,9449
1916,9924
1917,4492
1917,5110
1917,6172
1917,8347
1917,9145
1918,1212
1918,2016
1918,2636
1918,3646
1918,4024
1918,4415
1918,4936
1918,5554
1918,6055
1918,9381
1918,9490
1918,9846
1919,862
1919,2118
1919,3578
1919,4620
1919,7295
1919,7328
1919,7468
1919,8680
1920,399
1920,526
1920,1671
1920,2254
1920,2621
1920,3636
1920,4178
1920,5620
1920,6041
1920,7079
1920,8290
1920,9363
1921,1535
1921,2119
1921,2573
1921,3281
1921,3846
1922,2061
1922,3687
1922,5252
1922,6988
1922,8218
1922,9615
1923,1608
1923,3369
1923,4454
1923,4480
1923,4584
1923,6365
1923,6656
1923,6771
1923,8781
1923,8876
1923,9137
1923,9602
1924,1816
1924,2559
1924,2772
1924,3189
1924,3819
1924,4024
1924,4943
1924,5675
1924,5736
1924,7522
1924,7589
1924,7833
1925,1523
1925,3565
1925,4817
1925,5121
1925,5174
1925,5309
1925,5693
1925,7439
1925,7716
1925,8854
1925,8862
